what,kind,bundleId,bundleVersion,description,time
started,bundle,org.python.pydev.debug,2.7.0.2013032300,"org.python.pydev.debug",1411368729508
started,bundle,com.python.pydev.analysis,2.7.0.2013032300,"com.python.pydev.analysis",1411368729540
started,bundle,org.python.pydev,2.7.0.2013032300,"org.python.pydev",1411368729543
started,bundle,com.aptana.interactive_console,2.7.0.2013032300,"com.aptana.interactive_console",1411368729548
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1411368729574
started,bundle,com.aptana.core.epl,3.0.0.1344341997,"com.aptana.core.epl",1411368729594
started,bundle,org.python.pydev.red_core,2.7.0.2013032300,"org.python.pydev.red_core",1411368729701
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1411368729719
started,bundle,com.aptana.ui,3.1.4.1370053012,"com.aptana.ui",1411368729761
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1411368729830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368729872
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1411368729957
started,bundle,com.aptana.explorer,3.0.0.1367440240,"com.aptana.explorer",1411368730025
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1411368730058
started,bundle,com.aptana.browser,3.0.0.1369878415,"com.aptana.browser",1411368730083
started,bundle,com.aptana.configurations,3.0.3.1352336277,"com.aptana.configurations",1411368730091
started,bundle,com.aptana.projects,3.0.0.1368601846,"com.aptana.projects",1411368730107
started,bundle,com.aptana.samples.ui,3.0.0.1369628888,"com.aptana.samples.ui",1411368730109
started,bundle,com.aptana.samples,3.0.0.1366222046,"com.aptana.samples",1411368730111
opened,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1411368730118
started,bundle,com.aptana.preview,3.0.0.1369877848,"com.aptana.preview",1411368730128
started,bundle,com.aptana.jetty.util.epl,3.0.0.1337703431,"com.aptana.jetty.util.epl",1411368731160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368732611
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1411368737778
activated,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1411368737984
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411368737987
activated,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1411368737998
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1411368738009
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411368742034
closed,editor,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui.browser.startPage",1411368742034
started,bundle,com.aptana.core.io,3.0.3.1366554463,"com.aptana.core.io",1411368748379
started,bundle,com.aptana.ui.io,3.0.0.1366120396,"com.aptana.ui.io",1411368748381
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1411368751013
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1411368751153
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1411368751158
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1411368751225
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1411368751230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368755104
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1411368785167
started,bundle,com.aptana.editor.epl,3.0.0.1363886503,"com.aptana.editor.epl",1411368785481
started,bundle,com.aptana.editor.php.epl,3.3.0.1358460206,"com.aptana.editor.php.epl",1411368785484
started,bundle,com.aptana.git.core,3.0.0.1370549535,"com.aptana.git.core",1411368785491
started,bundle,com.aptana.git.ui,3.0.3.1360356384,"com.aptana.git.ui",1411368785493
started,bundle,com.aptana.syncing.core,3.0.0.1367525200,"com.aptana.syncing.core",1411368785503
started,bundle,com.aptana.syncing.ui,3.0.3.1367525200,"com.aptana.syncing.ui",1411368785506
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1411368785514
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1411368785537
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1411368785564
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1411368785724
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1411368785728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368785821
started,bundle,com.aptana.index.core.ui,3.0.0.1340804502,"com.aptana.index.core.ui",1411368785901
started,bundle,com.aptana.index.core,3.0.0.1366033959,"com.aptana.index.core",1411368785905
started,bundle,com.aptana.debug.core,3.0.3.1364332987,"com.aptana.debug.core",1411368787553
started,bundle,com.aptana.js.debug.core,3.0.3.1365014454,"com.aptana.js.debug.core",1411368787554
started,bundle,com.aptana.webserver.core,3.0.0.1354927905,"com.aptana.webserver.core",1411368787579
started,bundle,com.aptana.js.debug.ui,3.0.0.1346080293,"com.aptana.js.debug.ui",1411368787584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368796770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368810755
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1411368815487
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1411368815490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368822464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368825655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368835694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368844913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368850235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368850306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368860855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368873962
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1411368877047
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1411368877049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368877133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368880220
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1411368880268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368883650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368895064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368921964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368980430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411368983704
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1411369018490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369018912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369026614
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411369039123
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411369039751
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1411369045090
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1411369045332
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1411369045333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369046141
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369046892
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1411369046916
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1411369046929
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1411369047008
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1411369047132
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369047176
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1411369047432
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411369056603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369065859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369070195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369075936
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1411369079647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369080850
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1411369080899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369087037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369090867
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369094794
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411369095519
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369097416
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411369098104
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369107796
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369107827
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1411369107882
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411369116361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369117746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369118029
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411369127153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369129299
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369130608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369130644
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1411369130693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369134932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369137275
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1411369137319
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369143397
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411369145137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369147030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369147383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411369153268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369165628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369179141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411369180410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411369187186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369192037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369441652
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1411369443715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369446987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369454990
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369455095
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411369455122
started,bundle,com.aptana.php.debug.epl,3.3.0.1345228196,"com.aptana.php.debug.epl",1411369455841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369842145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369855124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369860750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369861698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411369868296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369877269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369917465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411369932803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411369936598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411485404159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411485406655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411486833039
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411486833473
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1411486835463
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1411486835463
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1411486835463
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1411486835463
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1411486835464
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1411486835464
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1411486835464
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1411486835464
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1411486835464
stopped,bundle,com.aptana.documentation,3.0.0.1357569551,"com.aptana.documentation",1411486835464
stopped,bundle,com.aptana.editor.beaver,3.0.0.1365788962,"com.aptana.editor.beaver",1411486835464
stopped,bundle,com.aptana.editor.coffee,3.0.0.1365789746,"com.aptana.editor.coffee",1411486835464
stopped,bundle,com.aptana.editor.css.formatter,3.0.0.1357340380,"com.aptana.editor.css.formatter",1411486835465
stopped,bundle,com.aptana.editor.ruby.formatter.epl,3.0.2.1346879409,"com.aptana.editor.ruby.formatter.epl",1411486835465
stopped,bundle,com.aptana.editor.haml,3.0.2.1340155739,"com.aptana.editor.haml",1411486835465
stopped,bundle,com.aptana.ruby.debug.ui,3.0.2.1339543082,"com.aptana.ruby.debug.ui",1411486835465
stopped,bundle,com.aptana.editor.erb,3.0.3.1357343301,"com.aptana.editor.erb",1411486835465
stopped,bundle,com.aptana.editor.php.formatter,3.3.0.1352211917,"com.aptana.editor.php.formatter",1411486835465
stopped,bundle,org.python.pydev.django_templates,2.7.0.2013032300,"org.python.pydev.django_templates",1411486835465
